Species	Status	min_age	max_age
Boidae	extinct	11.608	15.97
Colubridae	extinct	11.608	15.97
Naja_antiqua	extinct	11.608	15.97
Vipera_maghrebiana	extinct	11.608	15.97
Acrochordus_dehmi	extinct	11.608	15.97
Acrochordus_dehmi	extinct	11.608	15.97
Acrochordus_dehmi	extinct	11.608	15.97
Araeosaurus_gracilis	extinct	70.6	83.5
Lacertilia	extinct	83.6	89.3
Serpentes	extinct	83.6	89.3
Madtsoia_madagascariensis	extinct	83.6	89.3
Varanoidea	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Vialovophis_zhylan	extinct	55.8	58.7
Alamitophis_elongatus	extinct	66	83.5
Nessovophis_zhylga	extinct	47.8	56
Coniophis_precedens	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Haptosphenus_placodon	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Litakis_gilmorei	extinct	66	70.6
Meniscognathus_altmani	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Varanoidea	extinct	66	70.6
Paraderma_bogerti	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Paraderma_bogerti	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Haptosphenus_placodon	extinct	66	70.6
Meniscognathus_altmani	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Paraderma_bogerti	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Contogenys_sloani	extinct	66	70.6
Exostinus	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Haptosphenus_placodon	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Teiidae	extinct	66	70.6
Exostinus	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Colpodontosaurus_cracens	extinct	66	70.6
Coniophis_precedens	extinct	66	70.6
Haptosphenus_placodon	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Meniscognathus_altmani	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Varanoidea	extinct	66	70.6
Paraderma_bogerti	extinct	66	70.6
Exostinus_lancensis	extinct	66	70.6
Haptosphenus_placodon	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Contogenys_sloani	extinct	66	70.6
Palaeosaniwa_canadensis	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Anguidae	extinct	66	70.6
Parasaniwa_wyomingensis	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Anguidae	extinct	66	70.6
Iguanidae	extinct	61.6	66
Lacertilia	extinct	61.6	66
Aniliidae	extinct	61.6	66
Boidae	extinct	61.6	66
Madtsoiidae	extinct	61.6	66
Tropidophiidae	extinct	61.6	66
Boidae	extinct	61.6	66
Colubridae	extinct	33.9	37.2
Boidae	extinct	33.9	37.2
Parasaniwa_wyomingensis	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Squamata	extinct	66	70.6
Michauxophis_occitanus	extinct	2.588	3.6
Palaeophis_ferganicus	extinct	47.8	56
Pterosphenus	extinct	38	41.3
Palaeophis_tamdy	extinct	38	41.3
Palaeophis	extinct	38	41.3
Palaeophis_nessovi	extinct	33.9	41.3
Nigerophiidae	extinct	33.9	38
Palaeophis_nessovi	extinct	33.9	38
Squamata	extinct	66	70.6
Chamops_segnis	extinct	66	70.6
Patagoniophis_parvus	extinct	66	83.5
Alamitophis_argentinus	extinct	66	83.5
Madtsoiidae	extinct	66	83.5
Australophis_anilioides	extinct	66	83.5
Dorsetisaurus	extinct	145	157.3
Lacertilia	extinct	93.5	105.3
Squamata	extinct	85.8	89.3
Squamata	extinct	85.8	89.3
Litakis_gilmorei	extinct	70.6	83.5
Contogenys_sloani	extinct	70.6	83.5
Odaxosaurus_piger	extinct	70.6	83.5
Meniscognathus_altmani	extinct	70.6	83.5
Leptochamops_denticulatus	extinct	70.6	83.5
Chamops_segnis	extinct	70.6	83.5
Parasaniwa_wyomingensis	extinct	70.6	83.5
Necrosaurus	extinct	33.9	38
Boidae	extinct	33.9	38
Necrosaurus	extinct	33.9	38
Boidae	extinct	33.9	38
Boidae	extinct	33.9	38
Lacertidae	extinct	0.126	0.781
Serpentes	extinct	0.126	0.781
Anguis	extinct	0.126	0.781
Vipera_(Pelias)_berus	extinct	0.126	0.781
Natrix_natrix	extant	0.126	0.781
Natrix_natrix	extant	0.126	2.588
Natrix_natrix	extant	0.126	2.588
Natrix_natrix	extant	0.126	0.781
Kaganaias_hakusanensis	extinct	132.9	139.8
Squamata	extinct	132.9	139.8
Diploglossa	extinct	70.6	83.5
Anguidae	extinct	13.65	15.97
Elaphe_kohfidischi	extinct	13.65	15.97
Naja_romani	extinct	13.65	15.97
Viperidae	extinct	0.0117	0.126
Viperidae	extinct	0.126	0.781
Liasis_dubudingala	extinct	3.6	5.333
Lacertilia	extinct	66	72.1
Agama	extinct	0.0117	5.333
Lacerta	extinct	0.0117	5.333
Gekkonidae	extinct	0.0117	5.333
Agama	extinct	0.0117	5.333
Lacerta	extinct	0.0117	5.333
Amphisbaenia	extinct	0.0117	5.333
Vipera	extinct	0.0117	5.333
Serpentes	extinct	0.0117	5.333
Gekkonidae	extinct	0.0117	0.781
Agama	extinct	0.0117	0.781
Lacerta	extinct	0.0117	0.781
Natrix	extinct	0.0117	0.781
Serpentes	extinct	0.0117	0.781
Lacerta	extinct	0.0117	0.781
Lacerta	extinct	0.0117	0.781
Natrix	extinct	0.0117	0.781
Serpentes	extinct	0.0117	0.781
Lacerta	extinct	0.0117	0.781
Natrix	extinct	0.0117	0.781
Serpentes	extinct	0.0117	0.781
Gekkonidae	extinct	0.0117	0.126
Lacerta	extinct	0.0117	0.126
Amphisbaenia	extinct	0.0117	0.126
Natrix	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Natrix	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Ophisaurus	extinct	0.781	2.588
Colubridae	extinct	0.781	2.588
Platecarpus	extinct	83.5	85.8
Leptochamops_denticulatus	extinct	70.6	83.5
Plioplatecarpus	extinct	66	70.6
Plioplatecarpus	extinct	66	83.6
Paramacellodidae	extinct	113	125
Lacertilia	extinct	145	150.8
Mosasauridae	extinct	66	89.3
Scincomorpha	extinct	139.8	145
Anguimorpha	extinct	139.8	145
Lacertilia	extinct	83.6	86.3
Coronella	extinct	0	2.588
Anguis	extinct	0	2.588
Natrix	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Natrix	extinct	0	0.0117
Colubridae	extinct	0	0.0117
Natrix	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Natrix	extinct	0	0.0117
Coronella	extinct	0	0.0117
Elaphe	extinct	0	0.0117
Natrix	extinct	0	0.0117
Natrix	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Natrix_natrix	extant	0	0.0117
Anguis	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Anguis	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Anguis	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Anguis	extinct	0	0.0117
Anguis	extinct	0	0.0117
Natrix_natrix	extant	0	0.0117
Natrix	extinct	0	0.0117
Natrix	extinct	0	0.0117
Elaphe	extinct	0	0.0117
Ophidia	extinct	0	0.0117
Anguis	extinct	0	0.0117
Coronella	extinct	0	0.0117
Anguis	extinct	0	2.588
Anguis	extinct	0	2.588
Anguis	extinct	0	2.588
Natrix	extinct	0.0117	0.126
Anguis	extinct	0.0117	0.126
Anguidae	extinct	40.4	46.2
Saniwa	extinct	40.4	46.2
Ophidia	extinct	40.4	46.2
Parasauromalus_olseni	extinct	46.2	50.3
Parasauromalus	extinct	46.2	50.3
Tinosaurus_stenodon	extinct	46.2	50.3
Palaeoxantusia	extinct	46.2	50.3
Glyptosaurus_sylvestris	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Eodiploglossus_borealis	extinct	46.2	50.3
Saniwa	extinct	46.2	50.3
Booidea	extinct	46.2	50.3
Lestophis	extinct	33.9	37.2
Amphisbaenidae	extinct	33.9	37.2
Cypressaurus_hypsodontus	extinct	33.9	37.2
Tropiduridae	extinct	33.9	37.2
Peltosaurus	extinct	33.9	37.2
Palaeoxantusia_borealis	extinct	33.9	37.2
Ogmophis_compactus	extinct	33.9	37.2
Ogmophis	extinct	33.9	37.2
Calamagras_weigeli	extinct	33.9	37.2
Harrisonsaurus_fossilis	extinct	20.43	24.8
Eumeces_antiquus	extinct	20.43	24.8
Peltosaurus	extinct	20.43	24.8
Calamagras_angulatus	extinct	20.43	24.8
Calamagras_platyspondyla	extinct	20.43	24.8
Ogmophis_miocompactus	extinct	20.43	24.8
Anilioides_nebraskensis	extinct	20.43	24.8
Geringophis_depressus	extinct	20.43	24.8
Viperidae	extinct	20.43	24.8
Varanidae	extinct	56.8	61.7
Amphisbaenidae	extinct	56.8	61.7
Tinosaurus	extinct	41.3	47.8
Boidae	extinct	41.3	47.8
Boinae	extinct	41.3	47.8
Gekkonoidea	extinct	83.6	86.3
Odaxosaurus	extinct	56.8	61.7
Machaerosaurus	extinct	55.8	58.7
Typhlops	extinct	10.3	13.6
Heterodon	extinct	10.3	13.6
Xenodontinae	extinct	10.3	13.6
Thamnophis	extinct	10.3	13.6
Nerodia	extinct	10.3	13.6
Lampropeltis_getulus	extant	10.3	13.6
Elaphe	extinct	10.3	13.6
Crotalinae	extinct	10.3	13.6
Sistrurus	extinct	10.3	13.6
Odaxosaurus_piger	extinct	63.3	66
Machaerosaurus	extinct	63.3	66
Anguidae	extinct	63.3	66
Swainiguanoides	extinct	63.3	66
Squamata	extinct	63.3	66
Proxestops_silberlingii	extinct	63.3	66
Proxestops_silberlingii	extinct	61.7	63.3
Anguidae	extinct	61.7	63.3
Serpentes	extinct	66	70.6
Squamata	extinct	37.2	40.4
Squamata	extinct	33.3	33.9
Serpentes	extinct	33.3	33.9
Xestops	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Peltosaurus	extinct	46.2	50.3
Entomophontes_hutchisoni	extinct	46.2	50.3
Saniwa	extinct	46.2	50.3
Palaeoxantusia_fera	extinct	46.2	50.3
Saniwa	extinct	46.2	50.3
Teiidae	extinct	46.2	50.3
Lestophis	extinct	46.2	50.3
Rhineura	extinct	46.2	50.3
Coniophis_carinatus	extinct	46.2	50.3
Coniophis_platycarinatus	extinct	46.2	50.3
Calamagras_primus	extinct	46.2	50.3
Boavus	extinct	46.2	50.3
Paraepicrates_brevispondylus	extinct	46.2	50.3
Dunnophis_microechinis	extinct	46.2	50.3
Saniwa_ensidens	extinct	46.2	50.3
Xestops	extinct	46.2	50.3
Rhineura	extinct	46.2	50.3
Saniwa	extinct	46.2	50.3
Xestops_vagans	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Machaerosaurus_torrejonensis	extinct	55.8	56.8
Restes_rugosus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Odaxosaurus_piger	extinct	55.8	58.7
Xestops_vagans	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Gerrhonotus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Machaerosaurus_torrejonensis	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	58.7
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Melanosaurus_maximus	extinct	55.8	56.8
Varanoidea	extinct	55.8	56.8
Odaxosaurus	extinct	50.3	55.8
Gerrhonotus	extinct	50.3	55.8
Paraglyptosaurus	extinct	50.3	55.8
Melanosaurus_maximus	extinct	50.3	55.8
Pachyophis_woodwardi	extinct	93.9	100.5
Mesophis_nopcsai	extinct	93.9	100.5
Ophisaurus	extinct	11.1	12.75
Serpentes	extinct	11.608	15.97
Paraglyphanodon_gazini	extinct	66	72.1
Mosasauridae	extinct	72.1	83.6
Leiocephalus	extinct	13.6	15.97
Salvadora_paleolineata	extinct	13.6	15.97
Neonatrix_elongata	extinct	13.6	15.97
Crotaphytus	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Sceloporus_undulatus	extant	1.8	4.9
Masticophis	extinct	1.8	4.9
Colubridae	extinct	0.3	1.8
Crotalus	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Anniella	extinct	0.3	1.8
Sceloporus	extinct	0.3	1.8
Gerrhonotus	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Crotalus	extinct	0.3	1.8
Phrynosoma	extinct	0.3	1.8
Anniella	extinct	0.3	1.8
Uta	extinct	0.3	1.8
Sceloporus	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Natricinae	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Natricinae	extinct	0.3	1.8
Viperidae	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Natricinae	extinct	0.3	1.8
Viperidae	extinct	0.3	1.8
Heterodon_nasicus	extinct	0.3	1.8
Nerodia_sipedon	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Thamnophis_sirtalis	extant	0.3	1.8
Coluber_constrictor	extinct	0.3	1.8
Agkistrodon	extinct	0.3	1.8
Sceloporus_undulatus	extant	0.3	1.8
Phrynosoma	extinct	0.3	1.8
Cnemidophorus_sexlineatus	extinct	0.3	1.8
Eumeces	extinct	0.3	1.8
Eumeces	extinct	0.3	1.8
Heterodon_platyrhinos	extinct	0.3	1.8
Lampropeltis_calligaster	extinct	0.3	1.8
Nerodia_sipedon	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Heterodon_platyrhinos	extinct	0.3	1.8
Coluber_constrictor	extinct	0.3	1.8
Opheodrys	extinct	0.3	1.8
Elaphe_vulpina	extinct	0.3	1.8
Elaphe	extinct	0.3	1.8
Lampropeltis_triangulum	extinct	0.3	1.8
Crotalus_horridus	extinct	0.3	1.8
Ophisaurus	extinct	0.012	0.3
Anolis_carolinensis	extinct	0.012	0.3
Drymarchon_corais	extinct	0.012	0.3
Farancia	extinct	0.012	0.3
Nerodia	extinct	0.012	0.3
Cnemidophorus	extinct	0.3	1.8
Crotalus	extinct	0.3	1.8
Nerodia	extinct	0.3	1.8
Archaeophis_proavus	extinct	41.3	47.8
Anomalophis_bolcensis	extinct	41.3	47.8
Pterosphenus_schucherti	extinct	33.9	38
Glyptosaurinae	extinct	70.6	83.5
Machaerosaurus	extinct	70.6	83.5
Palaeophis_maghrebianus	extinct	47.8	56
Palaeophis_maghrebianus	extinct	47.8	56
Pterosphenus_schucherti	extinct	38	41.3
Pterosphenus_schucherti	extinct	33.9	38
Palaeophis_grandis	extinct	33.9	56
Paramacellodidae	extinct	125.45	136.4
Paramacellodidae	extinct	122.46	130
Gigantophis	extinct	28.4	37.2
Tupinambis	extinct	6.8	9
Elaphe	extinct	3.6	5.333
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	145	157.3
Scincomorpha	extinct	145	157.3
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Schillerosaurus_utahensis	extinct	145	157.3
Lacertidae	extinct	5.333	11.608
Anguidae	extinct	5.333	11.608
Varanus	extinct	5.333	11.608
Colubrinae	extinct	5.333	11.608
Natricinae	extinct	5.333	11.608
Viperidae	extinct	5.333	11.608
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	145	150.8
Serpentes	extinct	0.0117	2.588
Colubridae	extinct	2.588	5.333
Vipera_(Daboia)	extinct	2.588	5.333
Eryx	extinct	2.588	5.333
Serpentes	extinct	0.0117	2.588
Squamata	extinct	0.0117	2.588
Serpentes	extinct	2.588	5.333
Vipera_(Daboia)	extinct	0.0117	2.588
Natrix	extinct	0.0117	2.588
Coluber	extinct	0.781	2.588
Coluber_robertmertensi	extinct	0.781	2.588
Coluber	extinct	0.781	2.588
Vipera_(Daboia)	extinct	0.781	2.588
Elaphe	extinct	0.781	2.588
Natrix	extinct	5.333	23.03
Natrix_natrix	extant	0.0117	2.588
Vipera_(Daboia)	extinct	5.333	11.608
Colubrinae	extinct	0.0117	2.588
Coluber	extinct	12.75	13.65
Colubridae	extinct	12.75	13.65
Vipera_(Daboia)	extinct	12.75	13.65
Natricinae	extinct	12.75	13.65
Boidae	extinct	15.97	20.44
Iguanidae	extinct	15.97	20.44
Chamops_segnis	extinct	66	70.6
Meniscognathus_altmani	extinct	66	70.6
Squamata	extinct	164.7	167.7
Scincomorpha	extinct	164.7	167.7
Scincomorpha	extinct	164.7	167.7
Paramacellodus	extinct	145	157.3
Bavarisaurus_macrodactylus	extinct	145	152.1
Lacertilia	extinct	152.1	157.3
Mosasaurus	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Mosasaurus_maximus	extinct	66	72.1
Mosasaurus	extinct	66	72.1
Tylosaurus	extinct	70.6	83.5
Prognathodon	extinct	70.6	83.5
Halisaurus	extinct	70.6	83.5
Platecarpus	extinct	70.6	83.5
Viperidae	extinct	0.3	1.8
Lacertilia	extinct	70.6	83.5
Gekkota	extinct	89.3	93.5
Teiidae	extinct	89.3	93.5
Lacertilia	extinct	89.3	93.5
Lacertilia	extinct	86.3	89.8
Lacertilia	extinct	86.3	89.8
Gekkota	extinct	99.6	105.3
Paramacellodus	extinct	145	157.3
Saurillodon	extinct	145	157.3
Parviraptor	extinct	145	157.3
Anguimorpha	extinct	145	157.3
Lacertilia	extinct	145	157.3
Peneteius	extinct	66	72.1
Squamata	extinct	66	72.1
Meyasaurus	extinct	125.45	130
Squamata	extinct	125.45	130
Patagoniophis_australiensis	extinct	47.8	56
Alamitophis_tingamarra	extinct	47.8	56
Madtsoia	extinct	47.8	56
Bavarioboa_crocheti	extinct	23.03	28.4
Platyspondylia_lepta	extinct	23.03	28.4
Bavarioboa_crocheti	extinct	23.03	28.4
Platyspondylia_lepta	extinct	23.03	28.4
Bransateryx_vireti	extinct	23.03	28.4
Bavarioboa	extinct	23.03	28.4
Eoanilius_oligocenicus	extinct	23.03	28.4
Bransateryx_vireti	extinct	23.03	28.4
Bavarioboa_minuta	extinct	23.03	28.4
Bavarioboa_herrlingensis	extinct	23.03	28.4
Platyspondylia_germanica	extinct	23.03	28.4
Eoanilius	extinct	23.03	28.4
Bransateryx	extinct	23.03	28.4
Tinosaurus	extinct	41.3	47.8
Anguinae	extinct	41.3	47.8
Glyptosaurini	extinct	41.3	47.8
Melanosaurini	extinct	41.3	47.8
Necrosauridae	extinct	41.3	47.8
Scolecophidia	extinct	41.3	47.8
Eoanilius	extinct	41.3	47.8
Boidae	extinct	41.3	47.8
Boidae	extinct	41.3	47.8
Dunnophis	extinct	41.3	47.8
Russellophiidae	extinct	41.3	47.8
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	100.5	145
Python_sebae	extant	5.333	7.246
Colubridae	extinct	5.333	7.246
Varanus	extinct	5.333	7.246
Glyptosaurinae	extinct	50.3	55.8
Najash_rionegrina	extinct	93.5	99.6
Bavarioboa_vaylatsae	extinct	23.03	28.4
Bavarioboa	extinct	15.97	20
Bavarioboa	extinct	15.97	20.44
Bavarioboa_ultima	extinct	13.65	15.97
Bavarioboa	extinct	23.03	33.9
Bavarioboa_bachensis	extinct	23.03	28.1
Colubrinae	extinct	13.65	15.97
Natrix	extinct	13.65	15.97
Neonatrix	extinct	13.65	15.97
Naja	extinct	13.65	15.97
Vipera	extinct	13.65	15.97
Platyspondylia	extinct	23.03	33.9
Platyspondylia	extinct	23.03	33.9
Platyspondylia	extinct	23.03	28.1
Platyspondylia	extinct	23.03	28.4
Platyspondylia	extinct	23.03	28.1
Platyspondylia_lepta	extinct	23.03	28.1
Bransateryx_vireti	extinct	23.03	28.1
Falseryx	extinct	15.97	20
Eupodophis_descouensi	extinct	93.5	99.6
Eupodophis_descouensi	extinct	93.5	99.6
Booidea	extinct	66	72.1
Scincomorpha	extinct	66	72.1
Boidae	extinct	66	72.1
Lacertilia	extinct	66	72.1
Serpentes	extinct	66	72.1
Vipera	extinct	15.97	20.44
Colubridae	extinct	15.97	20.44
Mosasauridae	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Glyptosaurinae	extinct	46.2	55.8
Boidae	extinct	50.3	55.8
Varanidae	extinct	50.3	55.8
Anguidae	extinct	50.3	55.8
Madtsoia_bai	extinct	33.9	56
Madtsoia_bai	extinct	33.9	56
Gaimanophis_tenuis	extinct	17.5	21
Waincophis	extinct	17.5	21
Boidae	extinct	17.5	21
Boinae	extinct	11.608	15.97
Iguania	extinct	3.6	11.608
Squamata	extinct	122.46	125.45
Squamata	extinct	122.46	125.45
Lacertilia	extinct	66	83.5
Squamata	extinct	125.45	130
Walteria_jeffersonensis	extinct	93.5	105.3
Sanajeh_indicus	extinct	66	72.1
Leptochamops_thrinax	extinct	70.6	83.5
Tylosaurinae	extinct	70.6	83.5
Chamops_segnis	extinct	70.6	83.5
Contogenys	extinct	70.6	83.5
Lacertilia	extinct	125.45	130
Paramacellodus_oweni	extinct	164.7	167.7
Parviraptor	extinct	164.7	167.7
Squamata	extinct	164.7	167.7
Parviraptor	extinct	125	132.9
Paramacellodidae	extinct	113	130
Squamata	extinct	139.8	145
Gekkota	extinct	113	129.4
Scincomorpha	extinct	113	125
Paramacellodidae	extinct	125	129.4
Scincomorpha	extinct	125	129.4
Squamata	extinct	125	129.4
Scincomorpha	extinct	129.4	132.9
Dorsetisaurus	extinct	129.4	132.9
Scincomorpha	extinct	129.4	132.9
Lacertilia	extinct	129.4	132.9
Lacertilia	extinct	72.1	83.6
Tylosaurus	extinct	85.8	89.3
Sistrurus	extinct	1.8	10.3
Regina	extinct	1.8	10.3
Estesia_mongoliensis	extinct	72.1	83.6
Estesia_mongoliensis	extinct	70.6	83.5
Lacertilia	extinct	72.1	86.3
Coluber	extinct	0.0117	0.126
Pituophis	extinct	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Coluber	extinct	0.0117	0.126
Pituophis	extinct	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Coluber	extinct	0.0117	0.126
Coluber	extinct	0.0117	0.126
Natricinae	extinct	0	0.0117
Carphophis	extinct	0	0.0117
Coluber	extinct	0	0.0117
Pituophis	extinct	0	0.0117
Lampropeltis	extinct	0	0.0117
Agkistrodon	extinct	0	0.0117
Crotalus	extinct	0	0.0117
Serpentes	extinct	0	0.0117
Thamnophis_sirtalis	extant	0	0.126
Coluber	extinct	0	0.126
Pituophis	extinct	0	0.126
Agkistrodon	extinct	0	0.126
Crotalus	extinct	0	0.126
Serpentes	extinct	0	0.126
Amphisbaenia	extinct	0.0117	2.588
Amphisbaena_laurenti	extinct	0.0117	2.588
Amphisbaena_braestrupi	extinct	0.0117	2.588
Listromycter_leakeyi	extinct	15.97	23.03
Lophocranion_rusingense	extinct	15.97	23.03
Colombophis_spinosus	extinct	11.608	15.97
Boinae	extinct	11.608	15.97
Alethinophidia	extinct	11.608	15.97
Boinae	extinct	5.333	11.608
Hyporhina_tertia	extinct	33.9	37.2
Dyticonastis_rensbergeri	extinct	20.43	30.8
Spathorhynchus_natronicus	extinct	33.9	37.2
Spathorhynchus_natronicus	extinct	33.9	37.2
Nigerophis_mirus	extinct	56	66
Nigerophis_mirus	extinct	56	66
Macrorhineura_skinneri	extinct	26.3	30.8
Iguanidae	extinct	20.43	30.8
Anguidae	extinct	20.43	30.8
Peltosaurus	extinct	20.43	30.8
Amphisbaenidae	extinct	20.43	30.8
Dinilysia_patagonica	extinct	83.6	86.3
Clidastes	extinct	70.6	83.5
Becklesius_cataphractus	extinct	125.45	130
Paramacellodus_sinuosus	extinct	125.45	130
Meyasaurus_unaensis	extinct	125.45	130
Cuencasaurus_estesi	extinct	125.45	130
Serpentes	extinct	125.45	130
Mosasaurus_maximus	extinct	70.6	83.5
Plioplatecarpus_depressus	extinct	70.6	83.5
Prognathodon	extinct	70.6	83.5
Mosasauridae	extinct	83.5	85.8
Palaeophis	extinct	33.9	38
Coluber	extinct	0.0117	2.588
Elaphe	extinct	0.0117	2.588
Simoliophis_rochebrunei	extinct	93.5	99.6
Polychrotidae	extinct	41.3	47.8
Walteria	extinct	93.5	105.3
Walteria	extinct	228	237
Coniophis	extinct	48.6	58.7
Dinilysia	extinct	70.6	83.5
Squamata	extinct	0.012	0.3
Lacertilia	extinct	56.8	61.7
Mosasauridae	extinct	93.9	100.5
Palaeophis_africanus	extinct	33.9	38
Serpentes	extinct	7.246	11.62
Colubridae	extinct	0.3	1.8
Phrynosoma	extinct	0.3	1.8
Colubridae	extinct	0.3	1.8
Tuscahomaophis	extinct	55.8	58.7
Yantarogekko_balticus	extinct	48.6	55.8
Baabdasaurus_xenurus	extinct	122.46	129.4
Tinosaurus	extinct	33.9	37.2
Sauropithecoides_charisticus	extinct	33.9	37.2
Queironius_praelapsus	extinct	33.9	37.2
Tuberculacerta_pearsoni	extinct	33.9	37.2
Oreithyia_oaklandi	extinct	33.9	37.2
Cypressaurus	extinct	33.9	37.2
Scincoidea	extinct	33.9	37.2
Palaeoxantusia_borealis	extinct	33.9	37.2
Spathorhynchus	extinct	33.9	37.2
Rhineura	extinct	33.9	37.2
Anguimorpha	extinct	33.9	37.2
Diploglossinae	extinct	33.9	37.2
Peltosaurus	extinct	33.9	37.2
Helodermoides	extinct	33.9	37.2
Sauropithecoides_charisticus	extinct	33.9	37.2
Saniwa_edura	extinct	33.9	37.2
Anguimorpha	extinct	66	72.1
Squamata	extinct	66	70.6
Lacertilia	extinct	66	70.6
Scincomorpha	extinct	66	70.6
Anguidae	extinct	10.3	13.6
Eumeces	extinct	10.3	13.6
Lampropeltis_similis	extinct	10.3	13.6
Pseudosaurillus	extinct	140.2	145
Dorsetisaurus	extinct	140.2	145
Lacertilia	extinct	125.45	130
Squamata	extinct	125	145
Contogenys	extinct	63.3	66
Iguanidae	extinct	47.8	56
Gekkonidae	extinct	47.8	56
Plesiolacerta	extinct	47.8	56
Lacertidae	extinct	47.8	56
Cordylidae	extinct	47.8	56
Placosaurus	extinct	47.8	56
Anguinae	extinct	47.8	56
Necrosaurus	extinct	47.8	56
Saniwa_orsmaelensis	extinct	47.8	56
Boidae	extinct	47.8	56
Dunnophis_matronensis	extinct	47.8	56
Scincomorpha	extinct	140.2	145
Anolis	extinct	13.82	20.44
Gobiderma_pulchra	extinct	72.1	83.6
Ctenomastax_parva	extinct	72.1	83.6
Ctenomastax_parva	extinct	72.1	83.6
Temujinia_ellisoni	extinct	66	83.6
Temujinia_ellisoni	extinct	70.6	83.5
Zapsosaurus_sceliphros	extinct	70.6	83.5
Polrussia_mongoliensis	extinct	72.1	83.6
Polrussia_mongoliensis	extinct	72.1	83.6
Mimeosaurus_crassus	extinct	72.1	83.6
Mimeosaurus_crassus	extinct	66	83.6
Priscagama_gobiensis	extinct	72.1	83.6
Priscagama_gobiensis	extinct	66	83.6
Priscagama_gobiensis	extinct	70.6	83.5
Phrynosomimus_asper	extinct	66	83.6
